Walrus Audio,M1,LFO,Rate,Controls the speed of the main LFO,3,,0,127,,,,,0-based,,0-127: LFO rate
Walrus Audio,M1,LFO,Depth,Controls the amplitude of the main LFO,9,,0,127,,,,,0-based,,0-127: LFO depth amount
Walrus Audio,M1,Lo-Fi,Lo-Fi,Controls the lo-fi effects level,14,,0,127,,,,,0-based,,0-127: Lo-fi amount
Walrus Audio,M1,LFO,Shape - Sine,Sets the LFO shape to sine wave,15,,0,0,,,,,0-based,,0: Sine wave
Walrus Audio,M1,LFO,Shape - Triangle,Sets the LFO shape to triangle wave,15,,1,1,,,,,0-based,,1: Triangle wave
Walrus Audio,M1,LFO,Shape - Square,Sets the LFO shape to square wave,15,,2,2,,,,,0-based,,2: Square wave
Walrus Audio,M1,Tempo,Division - quarter note,Sets tempo division to quarter notes,16,,0,0,,,,,0-based,,0: Quarter note division
Walrus Audio,M1,Tempo,Division - quarter triplet,Sets tempo division to quarter note triplets,16,,1,1,,,,,0-based,,1: Quarter triplet division
Walrus Audio,M1,Tempo,Division - eighth note,Sets tempo division to eighth notes,16,,2,2,,,,,0-based,,2: Eighth note division
Walrus Audio,M1,Program Type,Program Type 1,Sets program type to traditional variations,17,,0,0,,,,,0-based,"Chorus: Traditional, Phaser: 2-stage, Tremolo: Traditional, Vibrato: Traditional, Rotary: Horn & Drum, Filter: Lowpass",0: Type 1 variations
Walrus Audio,M1,Program Type,Program Type 2,Sets program type to alternative variations,17,,1,1,,,,,0-based,"Chorus: Series, Phaser: 4-stage, Tremolo: Harmonic, Vibrato: Vinyl, Rotary: Horn, Filter: Highpass",1: Type 2 variations
Walrus Audio,M1,Program Type,Program Type 3,Sets program type to experimental variations,17,,2,2,,,,,0-based,"Chorus: Tri-Chorus, Phaser: Univibe, Tremolo: Pattern, Vibrato: Tape, Rotary: Drum, Filter: Bandpass",2: Type 3 variations
Walrus Audio,M1,Program Select,Prog Chorus,Selects Chorus program,18,,0,0,,,,,0-based,,0: Chorus program
Walrus Audio,M1,Program Select,Prog Phaser,Selects Phaser program,18,,1,1,,,,,0-based,,1: Phaser program
Walrus Audio,M1,Program Select,Prog Tremolo,Selects Tremolo program,18,,2,2,,,,,0-based,,2: Tremolo program
Walrus Audio,M1,Program Select,Prog Vibrato,Selects Vibrato program,18,,3,3,,,,,0-based,,3: Vibrato program
Walrus Audio,M1,Program Select,Prog Rotary,Selects Rotary program,18,,4,4,,,,,0-based,,4: Rotary program
Walrus Audio,M1,Program Select,Prog Filter,Selects Filter program,18,,5,5,,,,,0-based,,5: Filter program
Walrus Audio,M1,Tone,Tone,Controls the tone of the modulation program,19,,0,127,,,,,0-based,,0-127: Tone amount
Walrus Audio,M1,LFO,Symmetry,Controls the modulation LFO wave symmetry,20,,0,127,,,,,Centered,Center value is symmetrical; extremes create asymmetrical waves,0-127: Symmetry amount
Walrus Audio,M1,X Control,X Modulation Control,Controls program-specific secondary parameter,21,,0,127,,,,,0-based,"Chorus: Lag, Phaser: Feedback, Tremolo: Stereo Phase, Vibrato: Flutter, Rotary: Cab Simulation, Filter: Resonance",0-127: X control amount
