Chase Bliss,CXM1978 Vintage Studioverb,EQ,Bass,Controls the low frequency response of the reverb,14,,0,127,,,,,0-based,Default MIDI channel is 2,0-127: Bass amount
Chase Bliss,CXM1978 Vintage Studioverb,EQ,Mids,Controls the mid frequency response of the reverb,15,,0,127,,,,,0-based,Default MIDI channel is 2,0-127: Mids amount
Chase Bliss,CXM1978 Vintage Studioverb,EQ,Cross,Controls the crossover frequency between bass and mids,16,,0,127,,,,,0-based,Default MIDI channel is 2,0-127: Crossover point
Chase Bliss,CXM1978 Vintage Studioverb,EQ,Treble,Controls the high frequency response of the reverb,17,,0,127,,,,,0-based,Default MIDI channel is 2,0-127: Treble amount
Chase Bliss,CXM1978 Vintage Studioverb,Reverb,Mix,Controls the wet/dry mix of the reverb effect,18,,0,127,,,,,0-based,Default MIDI channel is 2,0-127: Mix amount
Chase Bliss,CXM1978 Vintage Studioverb,Reverb,Pre-Delay,Controls the pre-delay time before reverb onset,19,,0,127,,,,,0-based,Default MIDI channel is 2,0-127: Pre-delay time
Chase Bliss,CXM1978 Vintage Studioverb,Configuration,Jump,Sets the input configuration,22,,1,3,,,,,1-based,Default MIDI channel is 2,"1: Off; 2: 0; 3: 5"
Chase Bliss,CXM1978 Vintage Studioverb,Reverb,Type,Sets the reverb algorithm type,23,,1,3,,,,,1-based,Default MIDI channel is 2,"1: Room; 2: Plate; 3: Hall"
Chase Bliss,CXM1978 Vintage Studioverb,Reverb,Diffusion,Controls the reverb diffusion density,24,,1,3,,,,,1-based,Default MIDI channel is 2,"1: Low; 2: Mid; 3: High"
Chase Bliss,CXM1978 Vintage Studioverb,Modulation,Tank Mod,Controls the amount of modulation in the reverb tank,25,,1,3,,,,,1-based,Default MIDI channel is 2,"1: Low; 2: Mid; 3: High"
Chase Bliss,CXM1978 Vintage Studioverb,Fidelity,Clock,Sets the audio quality/fidelity mode,26,,1,3,,,,,1-based,Default MIDI channel is 2,"1: HiFi; 2: Standard; 3: LoFi"
Chase Bliss,CXM1978 Vintage Studioverb,Presets,Preset Save,Saves current settings to a preset slot,27,,0,29,,,,,0-based,Default MIDI channel is 2,"0-29: Preset slot number"
Chase Bliss,CXM1978 Vintage Studioverb,Performance,Aux Perf Switch 1,Triggers auxiliary performance function 1,28,,0,127,,,,,0-based,Default MIDI channel is 2,"Any value will trigger this event"
Chase Bliss,CXM1978 Vintage Studioverb,Performance,Aux Perf Switch 2,Triggers auxiliary performance function 2,29,,0,127,,,,,0-based,Default MIDI channel is 2,"Any value will trigger this event"
Chase Bliss,CXM1978 Vintage Studioverb,Performance,Aux Perf Switch 3,Triggers auxiliary performance function 3,30,,0,127,,,,,0-based,Default MIDI channel is 2,"Any value will trigger this event"
Chase Bliss,CXM1978 Vintage Studioverb,Performance,Aux Perf Switch 4,Triggers auxiliary performance function 4,31,,0,127,,,,,0-based,Default MIDI channel is 2,"Any value will trigger this event"
Chase Bliss,CXM1978 Vintage Studioverb,Expression,Expression,Controls parameter assigned to expression pedal,100,,0,127,,,,,0-based,Default MIDI channel is 2,"0: Full down; 127: Full up"
Chase Bliss,CXM1978 Vintage Studioverb,Bypass,Bypass,Controls the bypass state of the pedal,102,,0,127,,,,,0-based,Default MIDI channel is 2,"0: Bypassed; 1-127: Engaged"
