Aerospace Audio,Atmosphere v2,Transport,Abort,Stops the currently engaged soundscape,0,,0,0,,,,,0-based,,0: Stop soundscape
Aerospace Audio,Atmosphere v2,Transport,Engage,Engages the currently cued soundscape,0,,1,1,,,,,0-based,,1: Play soundscape
Aerospace Audio,Atmosphere v2,Bank,Bank Decrement,Decrements to previous bank,1,,0,0,,,,,0-based,,0: Previous bank
Aerospace Audio,Atmosphere v2,Bank,Select Bank 1,Cues Bank 1 for selection,1,,1,1,,,,,0-based,,1: Bank 1
Aerospace Audio,Atmosphere v2,Bank,Select Bank 2,Cues Bank 2 for selection,1,,2,2,,,,,0-based,,2: Bank 2
Aerospace Audio,Atmosphere v2,Bank,Select Bank 3,Cues Bank 3 for selection,1,,3,3,,,,,0-based,,3: Bank 3
Aerospace Audio,Atmosphere v2,Bank,Select Bank 4,Cues Bank 4 for selection,1,,4,4,,,,,0-based,,4: Bank 4
Aerospace Audio,Atmosphere v2,Bank,Select Bank 5,Cues Bank 5 for selection,1,,5,5,,,,,0-based,,5: Bank 5
Aerospace Audio,Atmosphere v2,Bank,Select Bank 6,Cues Bank 6 for selection,1,,6,6,,,,,0-based,,6: Bank 6
Aerospace Audio,Atmosphere v2,Bank,Select Bank 7,Cues Bank 7 for selection,1,,7,7,,,,,0-based,,7: Bank 7
Aerospace Audio,Atmosphere v2,Bank,Select Bank 8,Cues Bank 8 for selection,1,,8,8,,,,,0-based,,8: Bank 8
Aerospace Audio,Atmosphere v2,Bank,Select Bank 9,Cues Bank 9 for selection,1,,9,9,,,,,0-based,,9: Bank 9
Aerospace Audio,Atmosphere v2,Bank,Select Bank 10,Cues Bank 10 for selection,1,,10,10,,,,,0-based,,10: Bank 10
Aerospace Audio,Atmosphere v2,Bank,Bank Increment,Increments to next bank,1,,11,11,,,,,0-based,,11: Next bank
Aerospace Audio,Atmosphere v2,Bank,Toggle Available Banks,Toggles between available banks,1,,12,12,,,,,0-based,Requires FW 3.0+,12: Toggle banks
